                        es yapı'dan yıllık kiralık denize sıfır 2+1 amerikan mutfak daire                      ,2 + 1,                          100 m2,22 Yaşında,                      2. Kat,              8.000              TL
                        alanyada kiralık 2+1 eşyalı daire                      ,2 + 1,                          110 m2,7 Yaşında,                      3. Kat,              9.150              TL
                        alanya avsallarda site içi 1+1 eşyalı daire kiralık                      ,1 + 1,                          70 m2,5 Yaşında,                      3. Kat,              24.500              TL
                        alanya bektasta 3+1 ful esyalı denız manzara havuz kıralık vılla                      ,3 + 1,                          200 m2,5 Yaşında,,              16.500              TL
                        alanya merkezde kiralık eşyalı 1+1 daire                      ,2 + 1,                          60 m2,10 Yaşında,                      3. Kat,              14.500              TL
                        cikcilli mahallesinde kiralik 2+1 eşyali daire                      ,2 + 1,                          130 m2,10 Yaşında,                      1. Kat,              10.000              TL
                        alanya kızlarpınarı'nda kiralık 2+1 ful eşyalı daire                      ,2 + 1,                          100 m2,25 Yaşında,                      1. Kat,              8.500              TL
                        alanya obağöl 2+1 kiralık daire                      ,2 + 1,                          120 m2,5 Yaşında,                      1. Kat,              18.000              TL
                        сдается квартира 2+1 по доступной цене c отдельнрй кухней                      ,2 + 1,                          135 m2,21 Yaşında,                      2. Kat,              5.000              TL
                        kleopatra'da 2+1 kiralık daire 700 euro                      ,2 + 1,                          135 m2,15 Yaşında,                      Yüksek Giriş,              12.000              TL
                        rw sunstar dan 2+1 eşyalı kiralık daire                      ,2 + 1,                          110 m2,12 Yaşında,                      Ara Kat,              14.000              TL
                        alanya cleopatra'da kiralık 2+1 eşyalı daire                      ,2 + 1,                          130 m2,16 Yaşında,                      2. Kat,              19.250              TL
                        miran emlak güvrencesiyle alanya mahmutlar da kiralık 2+1 eşyalı daire                      ,2 + 1,                          120 m2,5 Yaşında,                      Ara Kat,              12.550              TL
                        küçükhasbahçe mahallesinde kiralik 2+1 esyali daire                      ,2 + 1,                          130 m2,10 Yaşında,                      2. Kat,              9.000              TL
                        saray mahallesinde 2+1 full eşyalı kiralık daire                      ,2 + 1,                          120 m2,16 Yaşında,                      2. Kat,              10.000              TL
                        alanya mahmutlarda cadde üzerinde 2+1 eşyalı kiralık daire                      ,2 + 1,                          90 m2,8 Yaşında,                      5. Kat,              9.200              TL
                        kestel'de manzaralı denize sıfır kuralik 2+1 daire                      ,3 + 1,                          120 m2,Sıfır Bina,                      2. Kat,              25.000              TL
                        haftalık 2+1 villa huzur dolu ortak havuzlu ferah                      ,2 + 1,                          135 m2,20 Yaşında,,              10.000              TL
                        alanya kleopatra plajina 250mt kiralık 3+1 daire.. eng/rus/türk                      ,3 + 1,                          130 m2,1 Yaşında,                      3. Kat,              20.000              TL
                        *🏡alanaya**mahmutlar**full eşyalı*✔️ 1+1                      ,1 + 1,                          70 m2,1 Yaşında,                      7. Kat,              16.000              TL
                        sahibinden kiralik 2+1 daire                      ,2 + 1,                          105 m2,10 Yaşında,                      5. Kat,              1.000              TL
                        ful eşyali site içinde kiralik 2+1 residence daire alanya                      ,2 + 1,                          100 m2,1 Yaşında,                      6. Kat,              12.500              TL
                        miran emlak güvencesi ile siz değerli misafirlerimize günlük kiralık villa 4+1                      ,4 + 1,                          220 m2,5 Yaşında,,              3.900              TL
Description,Weekend,Area,Age,Floor,Price
                        alanya oba mahallesi'nde kiralik 2+1 yeni binada dairemiz                      ,2 + 1,                          125 m2,Sıfır Bina,                      4. Kat,              8.000              TL
                        kestel'de 5+1 kiralık villa 1500 euro                      ,5 + 1,                          400 m2,8 Yaşında,                      Villa Katı,              25.000              TL
                        yukari obada kiralik 2+1 esyali daire site icinde                      ,2 + 1,                          100 m2,10 Yaşında,                      Bahçe Katı,              9.000              TL
                        avsallarda deniz manzaralı havuzlu 2+1 lüks daire                      ,2 + 1,                          100 m2,8 Yaşında,                      3. Kat,              900              TL
                        alanya kiralık eşyalı daire 2+1 90 m2 kestel                      ,2 + 1,                          95 m2,7 Yaşında,                      2. Kat,              22.500              TL
                        mahmutlar merkezde aktiviteli site de kiralık 1+1 lux eşyalı                      ,1 + 1,                          70 m2,5 Yaşında,                      2. Kat,              11.000              TL
                        mahmutlar en popüler sitede kiralik 1+1 lüks esyali daire                      ,2 + 1,                          55 m2,1 Yaşında,                      2. Kat,              18.000              TL
                        eşyali 2+1                      ,2 + 1,                          105 m2,20 Yaşında,                      Yüksek Giriş,              5.500              TL
                        konaklı sahilde eşyalı kiralık 2+1 yazlık daire                      ,2 + 1,                          80 m2,25 Yaşında,                      En Üst Kat,              12.000              TL
                        alanya kestel'de 1+2 eşyali daire  1 + 2 شقة مفروشة في الانيا كستل                      ,2 + 1,                          125 m2,6 Yaşında,                      1. Kat,              20.000              TL
                        alanyanın tercih odağı kestelde eşyalı kiralık 3+1 daire                      ,3 + 1,                          140 m2,5 Yaşında,                      Bahçe Katı,              18.000              TL
                        tosmur'da 3+1 kiralık daire 1000 euro                      ,3 + 1,                          150 m2,22 Yaşında,                      1. Kat,              18.000              TL
                        for rent 3+1 vılla alanya ıncekum 1100 € montly                      ,3 + 1,                          200 m2,4 Yaşında,                      3. Kat,              18.000              TL
                        siberland olive garden sitesinde full eşyalı 1+1                      ,1 + 1,                          60 m2,4 Yaşında,                      5. Kat,              16.000              TL
                        kurt safir'de deniz manzaralı lüks 2+1 daire                      ,2 + 1,                          125 m2,2 Yaşında,                      9. Kat,              32.250              TL
                        ciplakli mahallesinde kiralik yeni binada 3+1 bos daire                      ,3 + 1,                          150 m2,Sıfır Bina,                      2. Kat,              8.500              TL
                        alanyamgayrimenkul'den bektaş'ta 2+1 eşyalı havuzlu deniz manzaralı ikamet için uygun                      ,2 + 1,                          85 m2,15 Yaşında,                      Ara Kat,              8.000              TL
                        1+1 full aktiviteli sitede lux kiralık                      ,1 + 1,                          65 m2,5 Yaşında,                      5. Kat,              14.000              TL
                        alanya kestelde denize 200 mt 2+1 full eşyalı daire..                      ,2 + 1,                          104 m2,6 Yaşında,                      2. Kat,              19.250              TL
                        miran emlak güvencesi ile siz değerli misafirlerimize  2+1 günlük kıralık daıre                      ,2 + 1,                          80 m2,3 Yaşında,                      3. Kat,              900              TL
                        alanya mahmutlar'da lüks full aktifite 2+1 kiralik  resıdence                      ,2 + 1,                          120 m2,7 Yaşında,                      3. Kat,              18.000              TL
                        tosmur'da 2+1 kiralık daire 1100 euro                      ,2 + 1,                          105 m2,7 Yaşında,                      3. Kat,              20.000              TL
                        hikmet'ten alanya bektaş ta havuzlusitede eşyalı kiralık  ev                      ,5 + 2,                          210 m2,20 Yaşında,,              35.000              TL
                        avsallarda deniz manzaralı havuzlu 2+1 lüks daire                      ,2 + 1,                          100 m2,5 Yaşında,                      7. Kat,              900              TL
Description,Weekend,Area,Age,Floor,Price
                        alanya kestel  2+1 роскошная квартира в аренду                      ,2 + 1,                          75 m2,Sıfır Bina,                      Ara Kat,              17.500              TL
                        alanya orion resort'da  kiralık iyi konumda ara kat temiz daire...                      ,1 + 1,                          65 m2,10 Yaşında,                      5. Kat,              18.500              TL
                        olive city gibi lüx bir komplexte hiç kullanılmamış daire                      ,1 + 1,                          80 m2,12 Yaşında,                      2. Kat,              18.000              TL
                        alanya oba'da kiralık 3+1 eşyalı ayrı mutfaklı daire                      ,3 + 1,                          155 m2,10 Yaşında,                      2. Kat,              17.500              TL
                        2+1 lux eşyalı kiralık daire                      ,2 + 1,                          120 m2,7 Yaşında,                      3. Kat,              18.800              TL
                        çimtur tatil sitesi eşyalı kiralık                      ,2 + 1,                          110 m2,25 Yaşında,                      Ara Kat,              15.000              TL
                        ultra luks side içinde kıralık 2+1 residence daire.2700 euro.aylık fiyati                      ,2 + 1,                          100 m2,12 Yaşında,                      15. Kat,              49.412              TL
                        full deniz manzaralı otel konseptin'de eşyalı 1+1 kiralık daire                      ,1 + 1,                          70 m2,Sıfır Bina,                      8. Kat,              8.000              TL
                        es yapı'dan mahmutların başında kiralık 1+1 eşyalı deniz manzaralı  daire                      ,1 + 1,                          55 m2,5 Yaşında,                      7. Kat,              18.000              TL
                        miran emlak güvencesi ile siz değerli misafirlerimize günlük kiralık villa 4+1                      ,4 + 2,                          350 m2,5 Yaşında,,              3.500              TL
                        alanya kiralık eşyalı villa 220 m2 ishaklı                      ,3 + 1,                          220 m2,10 Yaşında,,              1.800              TL
                        alanya avsallar emerald park kiralık daire recidance                      ,1 + 1,                          65 m2,8 Yaşında,                      5. Kat,              7.000              TL
                        denize yakın lokasyonda sıfır eşyalı geniş 1+1 daire                      ,1 + 1,                          70 m2,4 Yaşında,                      Yüksek Giriş,              11.000              TL
                        avsallarda deniz manzaralı havuzlu 2+1 dubleks lüks daire                      ,2 + 1,                          140 m2,7 Yaşında,                      7. Kat,              1.000              TL
                        alanya kestel'de 2+1 havuzlu esyalı kiralık daire                      ,2 + 1,                          120 m2,15 Yaşında,                      Bahçe Katı,              11.000              TL
                        alanya obada 1+1 kiralık daire..                      ,1 + 1,                          50 m2,18 Yaşında,                      1. Kat,              5.000              TL
                        tosmur'da 2+1 kiralık daire 1100 euro                      ,2 + 1,                          110 m2,6 Yaşında,                      7. Kat,              20.000              TL
                        alanya küçükhasbahçe’de muhteşem manzaralı kiralık eşyalı bahçe dubleksi daire                      ,4 + 1,                          280 m2,13 Yaşında,                      1. Kat,              21.000              TL
                        kiralık daire kasım 10 dan sonra                      ,2 + 1,                          140 m2,20 Yaşında,                      Teras Katı,              8.999              TL
                        alanya oba mahallesi tek bloklu site içerisinde kiralık 2+1 amerikan mutfak eşyalı dubleks                      ,2 + 1,                          140 m2,3 Yaşında,                      4. Kat,              11.700              TL
                        denize 30 mt uzaklıkta kiralık daire                      ,2 + 1,                          110 m2,26 Yaşında,                      Yüksek Giriş,              13.000              TL
                        cadde üstü 2+1 sahıbınden kiralık                      ,2 + 1,                          105 m2,15 Yaşında,                      Ara Kat,              9.000              TL
                        alanya kestel'de 4+1 kiralık dubleks daire                      ,4 + 1,                          150 m2,10 Yaşında,                      Çatı Katı,              10.000              TL
                        alanya merkez-gullerpinari- sahibinden 1+1                      ,1 + 1,                          95 m2,27 Yaşında,                      Yüksek Giriş,              8.000              TL
Description,Weekend,Area,Age,Floor,Price
                        otel konsepti kiralık                      ,1 + 1,                          80 m2,1 Yaşında,                      Ara Kat,              15.000              TL
                        antalya alanya 2+1 kiralık sitede denize sıfır eşyalı                      ,2 + 1,                          85 m2,25 Yaşında,                      En Üst Kat,              8.500              TL
                        alanya mahmutlarda eşyalı kısa dönem ve uzun dönem kiralık daire                      ,2 + 1,                          120 m2,10 Yaşında,                      4. Kat,              850              TL
                        alanya kestelde deniz manzaralı 2+1esyalı kiralık daire                      ,2 + 1,                          110 m2,10 Yaşında,                      4. Kat,              12.750              TL
                        avsallarda lüks daire 2+1 deniz manzarası                      ,2 + 1,                          100 m2,6 Yaşında,                      7. Kat,              900              TL
                        avsallarda incekum plaja yakın 1+1 kiralık sahibinden                      ,1 + 1,                          70 m2,2 Yaşında,                      2. Kat,              10.000              TL
                        denize yakın mükemmel lokasyonda eşyalı daire                      ,1 + 1,                          70 m2,8 Yaşında,                      Ara Kat,              10.500              TL
                        alanya mahmutlarda havuzlu full eşyalı kiralık daire...                      ,3 + 1,                          135 m2,7 Yaşında,                      5. Kat,              20.000              TL
                        kiralık daire🛑*mahmutlar merkez* cumartesi pazar mevki*✅full eşyalı✅*1+1                      ,1 + 1,                          70 m2,7 Yaşında,                      2. Kat,              7.300              TL
                        cleopatrada 1+1 eşyalı kiralık daire                      ,1 + 1,                          115 m2,10 Yaşında,                      3. Kat,              11.000              TL
                        alanya merkezde 3+1 mobilyalı kiralık daire                      ,3 + 1,                          125 m2,30 Yaşında,                      4. Kat,              9.000              TL
                        fatih çalış'dan oba'da denize 200m 2+1 full eşyalı daire                      ,2 + 1,                          120 m2,13 Yaşında,                      Yüksek Giriş,              15.000              TL
                        for rent // aренда квартиры // kıraya vermek 2+1                      ,2 + 1,                          160 m2,20 Yaşında,                      5. Kat,              13.700              TL
                        alanya saray mahallesinde kiralık 2+1 full eşyalı daire                      ,2 + 1,                          105 m2,15 Yaşında,                      4. Kat,              15.000              TL
                        alanya avsallar da havuzlu site içerisinde kiralık 1+1 sıfır eşyalı daire                      ,1 + 1,                          55 m2,Sıfır Bina,                      1. Kat,              13.500              TL
                        kargıcak'ta 4+1 kiralık daire                      ,4 + 1,                          180 m2,2 Yaşında,                      4. Kat,              20.000              TL
                        tatilin keyfini çıkarmak isteyenlere 2+1 villa!!!                      ,2 + 1,                          130 m2,5 Yaşında,,              1.600              TL
                        miran emlak güvencesi ile siz değerli misafirlerimize full aktiviteli  2+1 günlük kıralık daıre                      ,2 + 1,                          80 m2,4 Yaşında,                      4. Kat,              1.100              TL
                        alanya şehir merkezi’nde eşyalı kiralık 2+1 daire                      ,2 + 1,                          95 m2,26 Yaşında,                      Zemin,              12.250              TL
                        mahmutlar mahallesinde sıfır eşyalı aktiviteli 2+1 kiralık daire                      ,2 + 1,                          120 m2,4 Yaşında,                      4. Kat,              17.500              TL
                        kestel de dimçayına sıfır havuzlu kiralık 5+1 villa                      ,5 + 1,                          400 m2,5 Yaşında,,              27.200              TL
                        alanya obada günlük&haftalık kiralık eşyalı daire...                      ,2 + 1,                          120 m2,15 Yaşında,                      3. Kat,              1.500              TL
                        es yapı'dan kargıcakta  kiralık 2+1 120m2 villa                      ,2 + 1,                          125 m2,5 Yaşında,,              26.200              TL
                        kargıca'ta 2+1 eşyasız kiralık daire 500 euro                      ,2 + 1,                          120 m2,3 Yaşında,                      2. Kat,              9.000              TL
Description,Weekend,Area,Age,Floor,Price
                        ocean view 4 complex villa for rent                      ,3 + 2,                          120 m2,1 Yaşında,,              19.000              TL
                        miran emlak güvencesi ile siz değerli misafirlerimize alanya kargıcakta bulunan 1+1 eşyalı daireler                      ,1 + 1,                          65 m2,2 Yaşında,                      2. Kat,              750              TL
                        alanya tosmur’da kiralık eşyalı 2+1 daire                      ,2 + 1,                          100 m2,12 Yaşında,                      4. Kat,              18.000              TL
                        alanyada kiralık eşyalı daire 2+1 mahmutlar                      ,2 + 1,                          75 m2,7 Yaşında,                      1. Kat,              12.250              TL
                        avsallar emerald park 2+1 lüks daire - uzun dönem kiralık                      ,2 + 1,                          120 m2,8 Yaşında,                      5. Kat,              7.500              TL
                        mahmutlar mahallesinde geniş 2+1 eşyalı daire                      ,2 + 1,                          70 m2,8 Yaşında,                      4. Kat,              10.000              TL
                        oba merkez de eşyalı 2+1 daire havuzlu sahile 700 mt mesafede                      ,2 + 1,                          110 m2,15 Yaşında,                      Kot 2,              12.000              TL
                        es yapı’dan yıllık kiralık 1+1 eşyalı daire                      ,1 + 1,                          50 m2,1 Yaşında,                      3. Kat,              15.500              TL
                        mahmutlar da günlük haftalık aylık daire                      ,1 + 1,                          60 m2,10 Yaşında,                      2. Kat,              9.000              TL
                        sekerhane mahallesinde kiralik 1+1 ayri mutfak esyali daire                      ,1 + 1,                          75 m2,20 Yaşında,                      4. Kat,              7.000              TL
                        alanya/antalya tsk mehmetçik vakfından kiralık daire                      ,3 + 1,                          110 m2,32 Yaşında,                      Ara Kat,              6.000              TL
                        mahmutlar'da 2+1 kiralık daire 900 euro                      ,2 + 1,                          130 m2,7 Yaşında,                      6. Kat,              16.000              TL
                        alanya mahmutlar 1+1 kiralık eşyalı daire                      ,1 + 1,                          70 m2,5 Yaşında,                      2. Kat,              11.800              TL
                        fatih çalış'dan mahmutlar'da 2+1 ful eşyalı aktiviteli kiralık rezidans                      ,2 + 1,                          110 m2,7 Yaşında,                      5. Kat,              12.500              TL
                        1+1 full eşyalı kiralik daire alanya mahmutlar merkez                      ,1 + 1,                          65 m2,6 Yaşında,                      Ara Kat,              7.300              TL
                        alanya oba’da kiralık 1+1 eşyalı daireler                      ,1 + 1,                          75 m2,25 Yaşında,                      2. Kat,              6.000              TL
                        mahmutlar merkez 2+1 eşyalı uzun dönem daire                      ,2 + 1,                          100 m2,20 Yaşında,                      3. Kat,              4.500              TL
                        antalya  alanya  kestelde  2+1 denize sıfır  kiralık                      ,2 + 1,                          100 m2,7 Yaşında,                      4. Kat,              37.000              TL
                        ful eşyalı 3+1yazlık                      ,3 + 1,                          130 m2,15 Yaşında,                      Ara Kat,              15.000              TL
                        alanya mahmutlarda kiralık 3+1 daire                      ,3 + 1,                          130 m2,10 Yaşında,                      3. Kat,              11.000              TL
                        alanya mahmutlarda 2+1 kiralık boş daire                      ,2 + 1,                          130 m2,15 Yaşında,                      3. Kat,              6.000              TL
                        antalya alanya mahmutlar da kiralik kupon daire                      ,2 + 1,                          90 m2,25 Yaşında,                      Ara Kat,              8.000              TL
                        site içerisinde aktiviteli geniş 2+1 daire                      ,1 + 1,                          95 m2,15 Yaşında,                      2. Kat,              17.350              TL
                        oba da kiralik 1+1 esyali                      ,1 + 1,                          55 m2,10 Yaşında,                      Ara Kat,              6.500              TL
Description,Weekend,Area,Age,Floor,Price
                        alanya çarşı mahallesi mobilyalı beyaz eşyalı kıralık 2+1                      ,2 + 1,                          85 m2,22 Yaşında,                      5. Kat,              7.500              TL
                        es yapı'dan yıllık kiralık 3+1 komple eşyalı daire                      ,3 + 1,                          120 m2,4 Yaşında,                      4. Kat,              26.400              TL
                        alanya mahmutlar bölgesinde 55m2 kiralık 1+0 eşyalı daire      favorilerime ekle     yazdır     fac                      ,1 + 1,                          60 m2,5 Yaşında,                      Zemin,              7.200              TL
                        alanya çıplakli mahallesi ayrı mutfak sıfır bina 3+1                      ,3 + 1,                          150 m2,Sıfır Bina,                      2. Kat,              8.500              TL
                        kiralik daire                      ,2 + 1,                          101 m2,25 Yaşında,                      4. Kat,              6.500              TL
                        alanya avsallarda lüks site içinde sıfır kiralık 2+1 daireler                      ,2 + 1,                          90 m2,Sıfır Bina,                      3. Kat,              5.500              TL
                        cıkcıllı'de 2+1 eşyalı kıralık daire 1000 euro                      ,2 + 1,                          120 m2,8 Yaşında,                      3. Kat,              18.000              TL
                        miran emlak güvencesi ile siz değerli misafirlerimize günlük kiralık villa 5+2                      ,5 + 1,                          630 m2,Sıfır Bina,,              4.500              TL
                        es yapı'dan yıllık kiralık deniz manzaralı 1+1 eşyalı daire                      ,1 + 1,                          55 m2,11 Yaşında,                      10. Kat,              8.000              TL
                        alanya oba da eşyalı 2+1 daire..                      ,2 + 1,                          110 m2,25 Yaşında,                      3. Kat,              10.000              TL
                        güllerpinari mahallesinde 3+1 esyali kiralik daire                      ,3 + 1,                          140 m2,16 Yaşında,                      3. Kat,              8.500              TL
                        alanyam gayrimenkul'den tosmurda full aktiviteli sitede eşyalı 2+1                      ,2 + 1,                          75 m2,7 Yaşında,                      3. Kat,              13.000              TL
                        alanya kleopatra denize sıfır 2+1 kiralık                      ,2 + 1,                          140 m2,40 Yaşında,                      Kot 1,              13.500              TL
                        alanya avsallarda denize 500 m kiralık daire                      ,1 + 1,                          65 m2,6 Yaşında,                      7. Kat,              4.750              TL
                        alanya mahmutlar'da deniz manzaralı 2+1 daire                      ,2 + 1,                          85 m2,20 Yaşında,                      3. Kat,              8.000              TL
                        miran emlak güvencesi ile siz değerli misafirlerimize günlük kiralık villa 3+1                      ,3 + 1,                          220 m2,5 Yaşında,,              3.500              TL
                        merkezde denize 200 metre 2+1 eşyalı residence daire                      ,2 + 1,                          132 m2,8 Yaşında,                      8. Kat,              11.500              TL
                        kestel'de 2+1 kiralık daire 900 euro                      ,2 + 1,                          110 m2,8 Yaşında,                      4. Kat,              15.000              TL
                        1+1 denize sıfır                      ,1 + 1,                          50 m2,18 Yaşında,                      Ara Kat,              7.000              TL
                        alanya cikcilli'de site içerisinde manzaralı 2+1 kiralık daire                      ,2 + 1,                          120 m2,12 Yaşında,                      9. Kat,              16.452              TL
                        antalya alanya mahmutlarda  lüks eşyalı kiralık 2+1                      ,2 + 1,                          90 m2,25 Yaşında,                      5. Kat,              13.250              TL
                        miran emlak güvencesi ile siz değerli misafirlerimize günlük kiralık villa 4+1                      ,5 + 2,                          650 m2,3 Yaşında,,              3.500              TL
                        avsallarda eşyalı kiralık 2+1                      ,2 + 1,                          95 m2,8 Yaşında,                      Yüksek Giriş,              15.000              TL
                        alanya cikcilli'de site içerisinde 1+1 mobilyalı günlük daire                      ,1 + 1,                          70 m2,12 Yaşında,                      5. Kat,              1.200              TL
Description,Weekend,Area,Age,Floor,Price
                        alanya kestel mahallesin'de kiralık 4+1 dublex daire (2)                      ,4 + 1,                          170 m2,9 Yaşında,                      En Üst Kat,              10.000              TL
                        alanya kestel mahallesin'de kiralık 4+1 dublex daire                      ,4 + 1,                          170 m2,9 Yaşında,                      Çatı Katı,              10.000              TL
                        alanya oba'da kiralık 1+1 eşyalı daire denize 200mt                      ,1 + 1,                          55 m2,18 Yaşında,                      2. Kat,              8.000              TL
                        alanya kestel mahallesin'de kiralık 1+1 daireler                      ,1 + 1,                          60 m2,3 Yaşında,                      3. Kat,              5.500              TL
                        alanya da kiralık eşyalı daire 1+1 55 m 2 avsallar                      ,1 + 1,                          55 m2,Sıfır Bina,                      4. Kat,              7.500              TL
                        alanya oba'da kiralık 3+1 ayrı mutfaklı daire                      ,3 + 1,                          150 m2,6 Yaşında,                      2. Kat,              13.500              TL
                        alanya mahmutlarda kiralık eşyalı deniz doğa manzaralı 2+1 daire.                      ,2 + 1,                          150 m2,35 Yaşında,                      Kot 3,              6.000              TL
                        miran emlak güvencesi ile siz değerli misafirlerimize günlük kiralık villa 5+1                      ,5 + 1,                          350 m2,5 Yaşında,,              3.000              TL
                        alanya kestel.de kıralık 4+1 dublex daıre                      ,4 + 1,                          155 m2,5 Yaşında,                      4. Kat,              10.000              TL
                        es yapı'dan mahmutlar salı pazarın orada kiralık 3+1 120m2 eşyalı daire                      ,3 + 1,                          120 m2,20 Yaşında,                      3. Kat,              9.100              TL
                        alanya obagöl'de metro kavşağı'nda kiralık 2+1 daire                      ,2 + 1,                          115 m2,10 Yaşında,                      4. Kat,              8.250              TL
"                        denize 300 m, merkezi konumda, havuzlu, eşyalı 2+1 daire                      ",2 + 1,                          110 m2,8 Yaşında,                      1. Kat,              10.000              TL
                        alanya/avsallarda full deniz manzaralı 5+1 kiralık dubleks                      ,5 + 1,                          250 m2,Sıfır Bina,                      En Üst Kat,              20.000              TL
                        mahmutlar'da 3+1 kiralık daire 1200 euro                      ,3 + 1,                          180 m2,6 Yaşında,                      6. Kat,              21.000              TL
                        sitede deniz manzaralı yapılı eşyalı yazlık-kışlık daire                      ,2 + 1,                          90 m2,29 Yaşında,                      Yüksek Giriş,              14.000              TL
                        alanya demirtaşta kıralık 3+2 müstakil bahçeli ful eşyalı uzun süre kıralık                      ,3 + 2,                          210 m2,25 Yaşında,,              15.000              TL
                        alanya alkom 1 sitesinde 2+1 asansörlü denize sıfır                      ,2 + 1,                          100 m2,20 Yaşında,                      5. Kat,              6.500              TL
                        **alanya mahmutlarda kiralık eşyalı 2+1 daire 12.000 tl.**                      ,2 + 1,                          110 m2,5 Yaşında,                      8. Kat,              12.000              TL
                        denize sıfır kiralık daire                      ,2 + 1,                          100 m2,12 Yaşında,                      Ara Kat,              6.000              TL
                        es yapı'dan mahmutların sonunda kiralık 2+1 105m2 eşyalı daire                      ,2 + 1,                          105 m2,18 Yaşında,                      8. Kat,              12.800              TL
                        alanya kestel'de full eşyalı günlük kiralık lüx residence                      ,1 + 1,                          65 m2,3 Yaşında,                      Bahçe Katı,              700              TL
                        sahibinden site içinde boş lüx daire                      ,2 + 1,                          90 m2,20 Yaşında,                      1. Kat,              7.500              TL
                        alanya oba'da kiralık 2+1 daire                      ,2 + 1,                          115 m2,Sıfır Bina,                      3. Kat,              7.250              TL
                        tosmur'da 1+1 kiralık daire 700 euro                      ,1 + 1,                          90 m2,3 Yaşında,                      4. Kat,              12.000              TL
Description,Weekend,Area,Age,Floor,Price
                        **alanya kargıcakta lüks rezidansta kiralık eşyalı 2+1 daire **                      ,2 + 1,                          120 m2,15 Yaşında,                      5. Kat,              14.500              TL
                        alanya avsallar orion city'de kiralık ful eşyalı 1+1 daire                      ,1 + 1,                          65 m2,5 Yaşında,                      2. Kat,              9.750              TL
                        es yapı'dan kıralık 2+1 100m2 eşyalı daire                      ,2 + 1,                          100 m2,20 Yaşında,                      2. Kat,              7.400              TL
                        alanya kestel de full eşyalı lüks resıdence                      ,1 + 1,                          60 m2,3 Yaşında,                      Bahçe Katı,              13.000              TL
                        alanya kestel'de  2+1 eşyalı kiralık daire                      ,2 + 1,                          90 m2,3 Yaşında,                      4. Kat,              12.800              TL
                        saray mah. ful eşyalı daire                      ,2 + 1,                          90 m2,26 Yaşında,                      2. Kat,              9.000              TL
                        antalya-alanya-mahmutlar-2+1 eşyalı kiralık daire                      ,2 + 1,                          100 m2,15 Yaşında,                      3. Kat,              12.700              TL
                        mahmutlarda eşyalı kiralık daire                      ,3 + 1,                          160 m2,5 Yaşında,                      2. Kat,              6.500              TL
                        cıkcıllı'de 2+1 kiralık daire 1200 euro                      ,2 + 1,                          110 m2,8 Yaşında,                      4. Kat,              21.000              TL
                        **alanya kestelde kiralık eşyalı 2+1 daire 17.000 tl.**                      ,2 + 1,                          110 m2,5 Yaşında,                      3. Kat,              17.000              TL
                        alanya oba'da kiralık 4+1 dubleks daire                      ,3 + 1,                          180 m2,Sıfır Bina,                      Teras Katı,              10.250              TL
                        **alanya mahmutlarda lüks rezidansta kiralık eşyalı 2+1 daire **                      ,2 + 1,                          90 m2,2 Yaşında,                      5. Kat,              17.000              TL
                        mahmutlar lüks konsept uzun dönem kiralık full aktivite 1+1                      ,1 + 1,                          60 m2,3 Yaşında,                      5. Kat,              18.200              TL
                        mahmutlar'da 1+1 kiralık daire 750 euro                      ,1 + 1,                          65 m2,4 Yaşında,                      7. Kat,              13.000              TL
                        antalya-alanya-mahmutlar 1+1 eşyalı  daire                      ,1 + 1,                          55 m2,4 Yaşında,                      2. Kat,              8.250              TL
                        alanya mahmutlar merkez’de kiralık 2+1 geniş daire                      ,2 + 1,                          125 m2,19 Yaşında,                      Ara Kat,              5.500              TL
                        es yapı'dan mahmutların merkezinde (belediye) kiralık komple eşyalı 1+1 denize sıfır daire                      ,1 + 1,                          65 m2,15 Yaşında,                      4. Kat,              10.600              TL
                        alanya cikcilli'de site içi deniz manzaralı mobilyalı 2+1 daire                      ,2 + 1,                          150 m2,15 Yaşında,                      7. Kat,              10.000              TL
                        alanya adliye civarı kiralık havuzlu site içi yeni daire                      ,3 + 1,                          160 m2,2 Yaşında,                      3. Kat,              11.000              TL
                        alanya oba gölde kiralık eşyalı 2+1 daire                      ,2 + 1,                          120 m2,15 Yaşında,                      Giriş Katı,              11.975              TL
                        alanya cikcilli mah 1+1 full eşyalı ikamete uygun residanz                      ,1 + 1,                          75 m2,4 Yaşında,                      5. Kat,              15.000              TL
                        miran emlak güvencesi ile siz değerli misafirlerimize günlük kiralık villa 4+1                      ,4 + 1,                          400 m2,4 Yaşında,,              1.700              TL
                        mahmutlar'da 3+1 kiralık rezidans 2200 euro                      ,3 + 1,                          190 m2,2 Yaşında,                      4. Kat,              45.000              TL
                        **alanya mahmutlarda kiralık eşyalı 2+1ayrı mutfaklı daire 11.000 tl.**                      ,2 + 1,                          140 m2,5 Yaşında,                      3. Kat,              11.000              TL
Description,Weekend,Area,Age,Floor,Price
                        alanya mahmutlar’da denize yakın site içerisinde kiralık 2+1 daire                      ,2 + 1,                          100 m2,17 Yaşında,                      Ara Kat,              5.500              TL
                        deniz manzaralı 2+1                      ,2 + 1,                          90 m2,15 Yaşında,                      Ara Kat,              900              TL
                        full eşyalı günlük kiralık daire                      ,2 + 1,                          80 m2,15 Yaşında,                      1. Kat,              900              TL
                        alanya kale yamacında kiralık eşyalı 3+1 daire                      ,3 + 1,                          130 m2,26 Yaşında,                      1. Kat,              9.000              TL
